Entidad federativa,Edad,Población total,SLE,NSLE,NE
Jalisco,10,15226.0,14721.0,385.0,120.0
Jalisco,11,13985.0,13703.0,227.0,55.0
Jalisco,12,14429.0,14202.0,174.0,53.0
Jalisco,13,13547.0,13309.0,155.0,83.0
Jalisco,14,13772.0,13503.0,179.0,90.0
Jalisco,6,6110.0,2693.0,3135.0,282.0
Jalisco,7,6122.0,4900.0,985.0,237.0
Jalisco,8,6101.0,5630.0,356.0,115.0
Jalisco,9,6124.0,5904.0,175.0,45.0
Jalisco,10,6284.0,6098.0,153.0,33.0
Jalisco,11,5782.0,5679.0,92.0,11.0
Jalisco,12,5791.0,5693.0,75.0,23.0
Jalisco,13,5612.0,5511.0,58.0,43.0
Jalisco,14,5665.0,5589.0,47.0,29.0
Jalisco,6,12533.0,5256.0,6587.0,690.0
Jalisco,7,12684.0,10027.0,2025.0,632.0
Jalisco,8,12757.0,11547.0,869.0,341.0
Jalisco,9,12648.0,12143.0,399.0,106.0
Jalisco,10,12716.0,12305.0,301.0,110.0
Jalisco,11,11607.0,11418.0,153.0,36.0
Jalisco,12,11534.0,11365.0,120.0,49.0
Jalisco,13,10808.0,10635.0,119.0,54.0
Jalisco,14,11076.0,10910.0,105.0,61.0
Jalisco,6,3849.0,1619.0,1837.0,393.0
Jalisco,7,3727.0,2926.0,525.0,276.0
Jalisco,8,3913.0,3494.0,238.0,181.0
Jalisco,9,3831.0,3671.0,104.0,56.0
Jalisco,10,4049.0,3932.0,57.0,60.0
Jalisco,11,3855.0,3792.0,45.0,18.0
Jalisco,12,3688.0,3633.0,39.0,16.0
Jalisco,13,3596.0,3541.0,26.0,29.0
Jalisco,14,3793.0,3747.0,20.0,26.0
Jalisco,6,9160.0,3858.0,4649.0,653.0
Jalisco,7,8841.0,6866.0,1504.0,471.0
Jalisco,8,9113.0,8136.0,669.0,308.0
Jalisco,9,9280.0,8793.0,379.0,108.0
Jalisco,10,9331.0,8983.0,255.0,93.0
Jalisco,11,8844.0,8634.0,160.0,50.0
Jalisco,12,8838.0,8668.0,132.0,38.0
Jalisco,13,8602.0,8419.0,113.0,70.0
Jalisco,14,8678.0,8542.0,93.0,43.0
Jalisco,6,12188.0,5090.0,5884.0,1214.0
Jalisco,7,12017.0,9170.0,1985.0,862.0
Jalisco,8,12466.0,11091.0,877.0,498.0
Jalisco,9,12396.0,11740.0,493.0,163.0
Jalisco,10,12776.0,12352.0,294.0,130.0
Jalisco,11,11888.0,11606.0,196.0,86.0
Jalisco,12,12054.0,11780.0,171.0,103.0
Jalisco,13,11433.0,11161.0,128.0,144.0
Jalisco,14,11472.0,11258.0,121.0,93.0
Jalisco,6,44456.0,20430.0,19253.0,4773.0
Jalisco,7,45010.0,35417.0,5599.0,3994.0
Jalisco,8,46392.0,41709.0,2186.0,2497.0
Jalisco,9,46024.0,44231.0,1126.0,667.0
Jalisco,10,48234.0,46996.0,689.0,549.0
Jalisco,11,45400.0,44673.0,466.0,261.0
Jalisco,12,46906.0,46308.0,344.0,254.0
Jalisco,13,44755.0,44117.0,313.0,325.0
Jalisco,14,45295.0,44734.0,280.0,281.0
Michoacán de Ocampo,6,87056.0,30424.0,52505.0,4127.0
Michoacán de Ocampo,7,85574.0,60282.0,22454.0,2838.0
Michoacán de Ocampo,8,87826.0,75392.0,10985.0,1449.0
Michoacán de Ocampo,9,88807.0,82382.0,5810.0,615.0
Michoacán de Ocampo,10,92883.0,88382.0,3837.0,664.0
Michoacán de Ocampo,11,84078.0,81770.0,2057.0,251.0
Michoacán de Ocampo,12,89501.0,87405.0,1768.0,328.0
Michoacán de Ocampo,13,87127.0,85092.0,1515.0,520.0
Michoacán de Ocampo,14,90132.0,88139.0,1510.0,483.0
Michoacán de Ocampo,6,6950.0,1583.0,5206.0,161.0
Michoacán de Ocampo,7,6670.0,3576.0,2997.0,97.0
Michoacán de Ocampo,8,7050.0,5292.0,1709.0,49.0
Michoacán de Ocampo,9,7186.0,6250.0,897.0,39.0
Michoacán de Ocampo,10,7664.0,7014.0,601.0,49.0
Michoacán de Ocampo,11,6990.0,6668.0,310.0,12.0
Michoacán de Ocampo,12,7711.0,7438.0,256.0,17.0
Michoacán de Ocampo,13,7486.0,7252.0,214.0,20.0
Michoacán de Ocampo,14,7768.0,7548.0,196.0,24.0
Michoacán de Ocampo,6,5541.0,1549.0,3834.0,158.0
Michoacán de Ocampo,7,5222.0,3296.0,1847.0,79.0
Michoacán de Ocampo,8,5372.0,4380.0,946.0,46.0
Michoacán de Ocampo,9,5660.0,5084.0,539.0,37.0
Michoacán de Ocampo,10,5893.0,5550.0,307.0,36.0
Michoacán de Ocampo,11,5263.0,5091.0,164.0,8.0
Michoacán de Ocampo,12,5761.0,5607.0,139.0,15.0
Michoacán de Ocampo,13,5530.0,5404.0,107.0,19.0
Michoacán de Ocampo,14,5931.0,5810.0,107.0,14.0
Michoacán de Ocampo,6,7154.0,2160.0,4772.0,222.0
Michoacán de Ocampo,7,7105.0,4696.0,2283.0,126.0
Michoacán de Ocampo,8,7106.0,5928.0,1109.0,69.0
Michoacán de Ocampo,9,7288.0,6695.0,567.0,26.0
Michoacán de Ocampo,10,7653.0,7290.0,325.0,38.0
Michoacán de Ocampo,11,6986.0,6785.0,190.0,11.0
Michoacán de Ocampo,12,7347.0,7199.0,134.0,14.0
Michoacán de Ocampo,13,7304.0,7127.0,134.0,43.0
Michoacán de Ocampo,14,7430.0,7257.0,136.0,37.0
Michoacán de Ocampo,6,9342.0,3019.0,6013.0,310.0
Michoacán de Ocampo,7,9130.0,6169.0,2753.0,208.0
Michoacán de Ocampo,8,9253.0,7793.0,1368.0,92.0
Michoacán de Ocampo,9,9594.0,8830.0,713.0,51.0
Michoacán de Ocampo,10,10072.0,9534.0,488.0,50.0
Michoacán de Ocampo,11,8798.0,8556.0,224.0,18.0
Michoacán de Ocampo,12,9658.0,9430.0,207.0,21.0
Michoacán de Ocampo,13,9302.0,9066.0,183.0,53.0
Michoacán de Ocampo,14,9678.0,9451.0,178.0,49.0
Michoacán de Ocampo,6,8336.0,2688.0,5302.0,346.0
Michoacán de Ocampo,7,8184.0,5538.0,2399.0,247.0
Michoacán de Ocampo,8,8513.0,7186.0,1205.0,122.0
Michoacán de Ocampo,9,8645.0,7913.0,675.0,57.0
Michoacán de Ocampo,10,8823.0,8326.0,427.0,70.0
Michoacán de Ocampo,11,7867.0,7593.0,251.0,23.0
Michoacán de Ocampo,12,8447.0,8220.0,191.0,36.0
Michoacán de Ocampo,13,8402.0,8184.0,174.0,44.0
Michoacán de Ocampo,14,8698.0,8483.0,172.0,43.0
Michoacán de Ocampo,6,6419.0,2198.0,3835.0,386.0
Michoacán de Ocampo,7,6220.0,4435.0,1530.0,255.0
Michoacán de Ocampo,8,6353.0,5455.0,778.0,120.0
Michoacán de Ocampo,9,6386.0,5961.0,395.0,30.0
Michoacán de Ocampo,10,6647.0,6328.0,273.0,46.0
Michoacán de Ocampo,11,6124.0,5956.0,149.0,19.0
Michoacán de Ocampo,12,6414.0,6246.0,145.0,23.0
Michoacán de Ocampo,13,6043.0,5901.0,107.0,35.0
Michoacán de Ocampo,14,6407.0,6274.0,105.0,28.0
Michoacán de Ocampo,6,5021.0,1869.0,2940.0,212.0
Michoacán de Ocampo,7,5078.0,3832.0,1130.0,116.0
Michoacán de Ocampo,8,5099.0,4515.0,517.0,67.0
Michoacán de Ocampo,9,5220.0,4911.0,278.0,31.0
Michoacán de Ocampo,10,5281.0,5053.0,183.0,45.0
Michoacán de Ocampo,11,4892.0,4788.0,100.0,4.0
Michoacán de Ocampo,12,5149.0,5033.0,102.0,14.0
Michoacán de Ocampo,13,5210.0,5113.0,74.0,23.0
Michoacán de Ocampo,14,5138.0,5015.0,102.0,21.0
Michoacán de Ocampo,6,4224.0,1583.0,2410.0,231.0
Michoacán de Ocampo,7,4125.0,3031.0,942.0,152.0
Michoacán de Ocampo,8,4389.0,3856.0,451.0,82.0
Michoacán de Ocampo,9,4293.0,4033.0,225.0,35.0
Michoacán de Ocampo,10,4437.0,4230.0,177.0,30.0
Michoacán de Ocampo,11,4224.0,4138.0,78.0,8.0
Michoacán de Ocampo,12,4325.0,4229.0,85.0,11.0
Michoacán de Ocampo,13,4298.0,4191.0,79.0,28.0
Michoacán de Ocampo,14,4402.0,4309.0,67.0,26.0
Michoacán de Ocampo,6,3550.0,1191.0,2082.0,277.0
Michoacán de Ocampo,7,3558.0,2530.0,854.0,174.0
Michoacán de Ocampo,8,3462.0,3011.0,379.0,72.0
Michoacán de Ocampo,9,3623.0,3365.0,223.0,35.0
Michoacán de Ocampo,10,3777.0,3610.0,145.0,22.0
Michoacán de Ocampo,11,3469.0,3361.0,91.0,17.0
Michoacán de Ocampo,12,3581.0,3491.0,74.0,16.0
Michoacán de Ocampo,13,3612.0,3525.0,65.0,22.0
Michoacán de Ocampo,14,3573.0,3491.0,66.0,16.0
Michoacán de Ocampo,6,12846.0,5168.0,6886.0,792.0
Michoacán de Ocampo,7,12481.0,9345.0,2553.0,583.0
Michoacán de Ocampo,8,12947.0,11508.0,1172.0,267.0
Michoacán de Ocampo,9,13078.0,12315.0,674.0,89.0
Michoacán de Ocampo,10,13753.0,13200.0,444.0,109.0
Michoacán de Ocampo,11,12196.0,11911.0,242.0,43.0
Michoacán de Ocampo,12,12611.0,12334.0,219.0,58.0
Michoacán de Ocampo,13,12259.0,12001.0,178.0,80.0
Michoacán de Ocampo,14,12845.0,12619.0,167.0,59.0
Michoacán de Ocampo,6,2781.0,1143.0,1530.0,108.0
Michoacán de Ocampo,7,2773.0,2025.0,657.0,91.0
Michoacán de Ocampo,8,2831.0,2467.0,291.0,73.0
Michoacán de Ocampo,9,2712.0,2506.0,167.0,39.0
Michoacán de Ocampo,10,2851.0,2684.0,132.0,35.0
Michoacán de Ocampo,11,2683.0,2565.0,85.0,33.0
Michoacán de Ocampo,12,2763.0,2657.0,67.0,39.0
Michoacán de Ocampo,13,2617.0,2493.0,57.0,67.0
Michoacán de Ocampo,14,2718.0,2547.0,78.0,93.0
Michoacán de Ocampo,6,4968.0,2081.0,2624.0,263.0
Michoacán de Ocampo,7,5002.0,3794.0,1007.0,201.0
Michoacán de Ocampo,8,5231.0,4685.0,434.0,112.0
Michoacán de Ocampo,9,5091.0,4840.0,216.0,35.0
Michoacán de Ocampo,10,5532.0,5342.0,142.0,48.0
Michoacán de Ocampo,11,4905.0,4810.0,78.0,17.0
Michoacán de Ocampo,12,5180.0,5087.0,67.0,26.0
Michoacán de Ocampo,13,4953.0,4864.0,64.0,25.0
Michoacán de Ocampo,14,5148.0,5069.0,61.0,18.0
Michoacán de Ocampo,6,9924.0,4192.0,5071.0,661.0
Michoacán de Ocampo,7,10026.0,8015.0,1502.0,509.0
Michoacán de Ocampo,8,10220.0,9316.0,626.0,278.0
Michoacán de Ocampo,9,10031.0,9679.0,241.0,111.0
Michoacán de Ocampo,10,10500.0,10221.0,193.0,86.0
Michoacán de Ocampo,11,9681.0,9548.0,95.0,38.0
Michoacán de Ocampo,12,10554.0,10434.0,82.0,38.0
Michoacán de Ocampo,13,10111.0,9971.0,79.0,61.0
Michoacán de Ocampo,14,10396.0,10266.0,75.0,55.0
Morelos,6,32778.0,13018.0,17511.0,2249.0
Morelos,7,32903.0,25288.0,5874.0,1741.0
Morelos,8,33866.0,30397.0,2522.0,947.0
Morelos,9,34267.0,32567.0,1389.0,311.0
Morelos,10,35165.0,33978.0,872.0,315.0
Morelos,11,32166.0,31556.0,517.0,93.0
Morelos,12,33251.0,32661.0,476.0,114.0
Morelos,13,32626.0,32105.0,384.0,137.0
Morelos,14,34279.0,33703.0,378.0,198.0
Morelos,6,1235.0,364.0,779.0,92.0
Morelos,7,1170.0,834.0,289.0,47.0
Morelos,8,1214.0,1024.0,165.0,25.0
Morelos,9,1209.0,1106.0,94.0,9.0
Morelos,10,1239.0,1166.0,62.0,11.0
Morelos,11,1179.0,1139.0,38.0,2.0
Morelos,12,1140.0,1105.0,33.0,2.0
Morelos,13,1131.0,1109.0,18.0,4.0
Morelos,14,1173.0,1131.0,29.0,13.0
Morelos,6,863.0,283.0,541.0,39.0
Morelos,7,892.0,621.0,243.0,28.0
Morelos,8,879.0,766.0,100.0,13.0
Morelos,9,927.0,852.0,70.0,5.0
Morelos,10,962.0,919.0,41.0,2.0
Morelos,11,872.0,853.0,17.0,2.0
Morelos,12,891.0,865.0,23.0,3.0
Morelos,13,858.0,836.0,16.0,6.0
Morelos,14,943.0,920.0,14.0,9.0
Morelos,6,1344.0,486.0,805.0,53.0
Morelos,7,1242.0,916.0,292.0,34.0
Morelos,8,1293.0,1129.0,137.0,27.0
Morelos,9,1371.0,1278.0,82.0,11.0
Morelos,10,1378.0,1319.0,52.0,7.0
Morelos,11,1238.0,1197.0,35.0,6.0
Morelos,12,1255.0,1225.0,28.0,2.0
Morelos,13,1276.0,1252.0,20.0,4.0
Morelos,14,1336.0,1308.0,23.0,5.0
Morelos,6,2606.0,997.0,1495.0,114.0
Morelos,7,2592.0,2001.0,511.0,80.0
Morelos,8,2633.0,2320.0,274.0,39.0
Morelos,9,2735.0,2568.0,153.0,14.0
Morelos,10,2688.0,2579.0,92.0,17.0
Morelos,11,2492.0,2430.0,60.0,2.0
Morelos,12,2518.0,2451.0,61.0,6.0
Morelos,13,2541.0,2494.0,42.0,5.0
Morelos,14,2681.0,2624.0,40.0,17.0
Morelos,6,2874.0,1050.0,1644.0,180.0
Morelos,7,2851.0,2181.0,559.0,111.0
Morelos,8,3059.0,2740.0,262.0,57.0
Morelos,9,3045.0,2913.0,116.0,16.0
Morelos,10,3109.0,3006.0,78.0,25.0
Morelos,11,2773.0,2717.0,51.0,5.0
Morelos,12,3087.0,3036.0,45.0,6.0
Morelos,13,2910.0,2851.0,40.0,19.0
Morelos,14,3126.0,3068.0,42.0,16.0
Morelos,6,3257.0,1279.0,1736.0,242.0
Morelos,7,3272.0,2529.0,569.0,174.0
Morelos,8,3447.0,3101.0,239.0,107.0
Morelos,9,3448.0,3262.0,157.0,29.0
Morelos,10,3432.0,3301.0,97.0,34.0
Morelos,11,3296.0,3218.0,67.0,11.0
Morelos,12,3297.0,3236.0,49.0,12.0
Morelos,13,3264.0,3201.0,45.0,18.0
Morelos,14,3491.0,3416.0,54.0,21.0
Morelos,6,2552.0,987.0,1433.0,132.0
Morelos,7,2695.0,2027.0,525.0,143.0
Morelos,8,2623.0,2380.0,179.0,64.0
Morelos,9,2755.0,2620.0,112.0,23.0
Morelos,10,2741.0,2643.0,76.0,22.0
Morelos,11,2442.0,2396.0,37.0,9.0
Morelos,12,2571.0,2540.0,27.0,4.0
Morelos,13,2498.0,2460.0,27.0,11.0
Morelos,14,2664.0,2632.0,20.0,12.0
Morelos,6,3547.0,1222.0,2091.0,234.0
Morelos,7,3530.0,2641.0,699.0,190.0
Morelos,8,3667.0,3258.0,327.0,82.0
Morelos,9,3636.0,3446.0,159.0,31.0
Morelos,10,3829.0,3713.0,87.0,29.0
Morelos,11,3408.0,3348.0,50.0,10.0
Morelos,12,3671.0,3623.0,36.0,12.0
Morelos,13,3388.0,3329.0,45.0,14.0
Morelos,14,3585.0,3533.0,36.0,16.0
Morelos,6,1815.0,722.0,977.0,116.0
Morelos,7,1892.0,1452.0,346.0,94.0
Morelos,8,1978.0,1779.0,137.0,62.0
Morelos,9,1942.0,1853.0,74.0,15.0
Morelos,10,1929.0,1868.0,49.0,12.0
Morelos,11,1761.0,1717.0,40.0,4.0
Morelos,12,1814.0,1775.0,31.0,8.0
Morelos,13,1830.0,1801.0,24.0,5.0
Morelos,14,1769.0,1738.0,19.0,12.0
Morelos,6,1924.0,784.0,1064.0,76.0
Morelos,7,1895.0,1484.0,335.0,76.0
Morelos,8,1895.0,1695.0,160.0,40.0
Morelos,9,1943.0,1854.0,76.0,13.0
Morelos,10,1969.0,1895.0,60.0,14.0
Morelos,11,1844.0,1810.0,30.0,4.0
Morelos,12,1890.0,1857.0,29.0,4.0
Morelos,13,1887.0,1857.0,22.0,8.0
Morelos,14,2026.0,1992.0,22.0,12.0
Morelos,6,5651.0,2497.0,2727.0,427.0
Morelos,7,5725.0,4513.0,847.0,365.0
Morelos,8,5851.0,5335.0,333.0,183.0
Morelos,9,5876.0,5658.0,167.0,51.0
Morelos,10,6157.0,6001.0,103.0,53.0
Morelos,11,5655.0,5589.0,50.0,16.0
Morelos,12,5757.0,5671.0,67.0,19.0
Morelos,13,5626.0,5573.0,38.0,15.0
Morelos,14,5902.0,5832.0,48.0,22.0
Morelos,6,5110.0,2347.0,2219.0,544.0
Morelos,7,5147.0,4089.0,659.0,399.0
Morelos,8,5327.0,4870.0,209.0,248.0
Morelos,9,5380.0,5157.0,129.0,94.0
Morelos,10,5732.0,5568.0,75.0,89.0
Morelos,11,5206.0,5142.0,42.0,22.0
Morelos,12,5360.0,5277.0,47.0,36.0
Morelos,13,5417.0,5342.0,47.0,28.0
Morelos,14,5583.0,5509.0,31.0,43.0
Nayarit,6,21035.0,8200.0,12128.0,707.0
Nayarit,7,20826.0,16005.0,4266.0,555.0
Nayarit,8,20960.0,18957.0,1745.0,258.0
Nayarit,9,21147.0,20084.0,964.0,99.0
Nayarit,10,22078.0,21382.0,598.0,98.0
Nayarit,11,20571.0,20231.0,312.0,28.0
Nayarit,12,20784.0,20463.0,275.0,46.0
Nayarit,13,19985.0,19718.0,203.0,64.0
Nayarit,14,20890.0,20615.0,217.0,58.0
Nayarit,6,1645.0,338.0,1273.0,34.0
Nayarit,7,1600.0,758.0,824.0,18.0
Nayarit,8,1592.0,1130.0,449.0,13.0
Nayarit,9,1621.0,1345.0,271.0,5.0
Nayarit,10,1779.0,1581.0,187.0,11.0
Nayarit,11,1479.0,1394.0,82.0,3.0
Nayarit,12,1665.0,1582.0,82.0,1.0
Nayarit,13,1514.0,1447.0,64.0,3.0
Nayarit,14,1578.0,1509.0,60.0,9.0
Nayarit,6,843.0,237.0,589.0,17.0
Nayarit,7,821.0,546.0,262.0,13.0
Nayarit,8,851.0,722.0,125.0,4.0
Nayarit,9,898.0,828.0,67.0,3.0
Nayarit,10,972.0,930.0,41.0,1.0
Nayarit,11,868.0,849.0,19.0,0.0
Nayarit,12,878.0,860.0,17.0,1.0
Nayarit,13,830.0,820.0,8.0,2.0
Nayarit,14,922.0,906.0,14.0,2.0
Nayarit,6,1741.0,596.0,1095.0,50.0
Nayarit,7,1757.0,1286.0,438.0,33.0
Nayarit,8,1830.0,1608.0,202.0,20.0
Nayarit,9,1929.0,1818.0,102.0,9.0
Nayarit,10,2018.0,1934.0,72.0,12.0
Nayarit,11,1862.0,1818.0,41.0,3.0
Nayarit,12,1915.0,1878.0,34.0,3.0
Nayarit,13,1854.0,1823.0,21.0,10.0
Nayarit,14,1855.0,1823.0,29.0,3.0
Nayarit,6,2583.0,977.0,1533.0,73.0
Nayarit,7,2538.0,1978.0,505.0,55.0
Nayarit,8,2515.0,2296.0,199.0,20.0
Nayarit,9,2576.0,2454.0,112.0,10.0
Nayarit,10,2759.0,2669.0,77.0,13.0
Nayarit,11,2656.0,2615.0,40.0,1.0
Nayarit,12,2540.0,2494.0,39.0,7.0
Nayarit,13,2437.0,2407.0,23.0,7.0
Nayarit,14,2713.0,2670.0,32.0,11.0
Nayarit,6,1645.0,613.0,983.0,49.0
Nayarit,7,1620.0,1228.0,345.0,47.0
Nayarit,8,1741.0,1594.0,127.0,20.0
Nayarit,9,1757.0,1681.0,71.0,5.0
Nayarit,10,1915.0,1868.0,39.0,8.0
Nayarit,11,1778.0,1748.0,21.0,9.0
Nayarit,12,1727.0,1694.0,28.0,5.0
Nayarit,13,1672.0,1656.0,16.0,0.0
Nayarit,14,1784.0,1766.0,15.0,3.0
Nayarit,6,1085.0,430.0,643.0,12.0
Nayarit,7,1070.0,853.0,209.0,8.0
Nayarit,8,1123.0,1036.0,82.0,5.0
Nayarit,9,1151.0,1085.0,56.0,10.0
Nayarit,10,1200.0,1178.0,18.0,4.0
Nayarit,11,1076.0,1066.0,10.0,0.0
Nayarit,12,1069.0,1057.0,11.0,1.0
Nayarit,13,1068.0,1051.0,15.0,2.0
Nayarit,14,1133.0,1124.0,7.0,2.0
Nayarit,6,1855.0,707.0,1055.0,93.0
Nayarit,7,1789.0,1343.0,375.0,71.0
Nayarit,8,1767.0,1601.0,131.0,35.0
Nayarit,9,1846.0,1768.0,66.0,12.0
Nayarit,10,1863.0,1811.0,45.0,7.0
Nayarit,11,1765.0,1734.0,28.0,3.0
Nayarit,12,1791.0,1773.0,16.0,2.0
Nayarit,13,1694.0,1666.0,21.0,7.0
Nayarit,14,1711.0,1686.0,22.0,3.0
Nayarit,6,2814.0,1172.0,1525.0,117.0
Nayarit,7,2726.0,2214.0,404.0,108.0
Nayarit,8,2795.0,2588.0,164.0,43.0
Nayarit,9,2763.0,2679.0,74.0,10.0
Nayarit,10,2691.0,2640.0,37.0,14.0
Nayarit,11,2637.0,2607.0,26.0,4.0
Nayarit,12,2621.0,2593.0,19.0,9.0
Nayarit,13,2618.0,2593.0,13.0,12.0
Nayarit,14,2688.0,2663.0,17.0,8.0
Nayarit,6,713.0,334.0,356.0,23.0
Nayarit,7,749.0,638.0,91.0,20.0
Nayarit,8,738.0,694.0,36.0,8.0
Nayarit,9,746.0,728.0,17.0,1.0
Nayarit,10,769.0,751.0,9.0,9.0
Nayarit,11,700.0,697.0,2.0,1.0
Nayarit,12,707.0,699.0,6.0,2.0
Nayarit,13,666.0,659.0,3.0,4.0
Nayarit,14,708.0,702.0,5.0,1.0
Nayarit,6,6111.0,2796.0,3076.0,239.0
Nayarit,7,6156.0,5161.0,813.0,182.0
Nayarit,8,6008.0,5688.0,230.0,90.0
Nayarit,9,5860.0,5698.0,128.0,34.0
Nayarit,10,6112.0,6020.0,73.0,19.0
Nayarit,11,5750.0,5703.0,43.0,4.0
Nayarit,12,5871.0,5833.0,23.0,15.0
Nayarit,13,5632.0,5596.0,19.0,17.0
Nayarit,14,5798.0,5766.0,16.0,16.0
Nuevo León,6,84714.0,36397.0,38105.0,10212.0
Nuevo León,7,84787.0,65166.0,11707.0,7914.0
Nuevo León,8,88562.0,79259.0,4207.0,5096.0
Nuevo León,9,88255.0,84660.0,2023.0,1572.0
Nuevo León,10,92353.0,89455.0,1045.0,1853.0
Nuevo León,11,82666.0,81410.0,488.0,768.0
Nuevo León,12,84219.0,82825.0,343.0,1051.0
Nuevo León,13,78044.0,76769.0,311.0,964.0
Nuevo León,14,78086.0,76909.0,259.0,918.0
Nuevo León,6,1983.0,737.0,1176.0,70.0
Nuevo León,7,2050.0,1512.0,503.0,35.0
Nuevo León,8,2050.0,1812.0,219.0,19.0
Nuevo León,9,2207.0,2059.0,130.0,18.0
Nuevo León,10,2262.0,2182.0,67.0,13.0
Nuevo León,11,1927.0,1894.0,26.0,7.0
Nuevo León,12,2015.0,1995.0,16.0,4.0
Nuevo León,13,1962.0,1938.0,19.0,5.0
Nuevo León,14,1886.0,1865.0,17.0,4.0
Nuevo León,6,1005.0,345.0,623.0,37.0
Nuevo León,7,981.0,726.0,235.0,20.0
Nuevo León,8,1096.0,975.0,113.0,8.0
Nuevo León,9,1058.0,998.0,56.0,4.0
Nuevo León,10,1128.0,1096.0,30.0,2.0
Nuevo León,11,966.0,957.0,8.0,1.0
Nuevo León,12,1055.0,1047.0,6.0,2.0
Nuevo León,13,952.0,944.0,6.0,2.0
Nuevo León,14,1038.0,1030.0,7.0,1.0
Nuevo León,6,648.0,269.0,337.0,42.0
Nuevo León,7,631.0,473.0,144.0,14.0
Nuevo León,8,686.0,627.0,49.0,10.0
Nuevo León,9,694.0,659.0,30.0,5.0
Nuevo León,10,696.0,673.0,14.0,9.0
Nuevo León,11,626.0,618.0,8.0,0.0
Nuevo León,12,597.0,592.0,5.0,0.0
Nuevo León,13,591.0,581.0,5.0,5.0
Nuevo León,14,550.0,544.0,5.0,1.0
Nuevo León,6,1209.0,501.0,606.0,102.0
Nuevo León,7,1139.0,869.0,189.0,81.0
Nuevo León,8,1157.0,1050.0,69.0,38.0
Nuevo León,9,1177.0,1126.0,38.0,13.0
Nuevo León,10,1223.0,1195.0,20.0,8.0
Nuevo León,11,1029.0,1016.0,10.0,3.0
Nuevo León,12,1053.0,1040.0,10.0,3.0
Nuevo León,13,1017.0,1009.0,3.0,5.0
Nuevo León,14,977.0,969.0,2.0,6.0
Nuevo León,6,1546.0,663.0,804.0,79.0
Nuevo León,7,1562.0,1252.0,250.0,60.0
Nuevo León,8,1574.0,1465.0,67.0,42.0
Nuevo León,9,1497.0,1450.0,34.0,13.0
Nuevo León,10,1515.0,1472.0,23.0,20.0
Nuevo León,11,1294.0,1273.0,12.0,9.0
Nuevo León,12,1214.0,1200.0,7.0,7.0
Nuevo León,13,1094.0,1078.0,5.0,11.0
Nuevo León,14,1104.0,1089.0,3.0,12.0
Nuevo León,6,3529.0,1492.0,1619.0,418.0
Nuevo León,7,3377.0,2635.0,440.0,302.0
Nuevo León,8,3299.0,2990.0,133.0,176.0
Nuevo León,9,3326.0,3208.0,61.0,57.0
Nuevo León,10,3385.0,3292.0,34.0,59.0
Nuevo León,11,2801.0,2758.0,16.0,27.0
Nuevo León,12,2781.0,2747.0,8.0,26.0
Nuevo León,13,2582.0,2537.0,14.0,31.0
Nuevo León,14,2432.0,2390.0,7.0,35.0
Nuevo León,6,267.0,111.0,137.0,19.0
Nuevo León,7,256.0,212.0,36.0,8.0
Nuevo León,8,234.0,210.0,19.0,5.0
Nuevo León,9,226.0,215.0,11.0,0.0
Nuevo León,10,229.0,223.0,1.0,5.0
Nuevo León,11,226.0,223.0,2.0,1.0
Nuevo León,12,196.0,194.0,1.0,1.0
Nuevo León,13,204.0,204.0,0.0,0.0
Nuevo León,14,179.0,179.0,0.0,0.0
Nuevo León,6,3126.0,1240.0,1497.0,389.0
Nuevo León,7,2875.0,2223.0,400.0,252.0
Nuevo León,8,3107.0,2805.0,143.0,159.0
Nuevo León,9,3078.0,2957.0,76.0,45.0
Nuevo León,10,3158.0,3067.0,33.0,58.0
Nuevo León,11,2752.0,2697.0,15.0,40.0
Nuevo León,12,2711.0,2665.0,13.0,33.0
Nuevo León,13,2450.0,2396.0,9.0,45.0
Nuevo León,14,2326.0,2291.0,8.0,27.0
Nuevo León,6,3012.0,1330.0,1368.0,314.0
Nuevo León,7,3032.0,2367.0,422.0,243.0
Nuevo León,8,2996.0,2676.0,159.0,161.0
Nuevo León,9,3018.0,2890.0,69.0,59.0
Nuevo León,10,3000.0,2911.0,33.0,56.0
Nuevo León,11,2659.0,2620.0,15.0,24.0
Nuevo León,12,2673.0,2629.0,14.0,30.0
Nuevo León,13,2579.0,2538.0,14.0,27.0
Nuevo León,14,2571.0,2530.0,7.0,34.0
Nuevo León,6,6407.0,2682.0,3153.0,572.0
Nuevo León,7,6217.0,4740.0,1014.0,463.0
Nuevo León,8,6544.0,5907.0,359.0,278.0
Nuevo León,9,6255.0,6021.0,148.0,86.0
Nuevo León,10,6243.0,6095.0,73.0,75.0
Nuevo León,11,5561.0,5468.0,42.0,51.0
Nuevo León,12,5415.0,5343.0,29.0,43.0
Nuevo León,13,4934.0,4876.0,16.0,42.0
Nuevo León,14,4843.0,4772.0,26.0,45.0
Nuevo León,6,5398.0,2289.0,2443.0,666.0
Nuevo León,7,5405.0,4127.0,715.0,563.0
Nuevo León,8,5564.0,4946.0,232.0,386.0
Nuevo León,9,5334.0,5109.0,100.0,125.0
Nuevo León,10,5479.0,5251.0,53.0,175.0
Nuevo León,11,4936.0,4827.0,16.0,93.0
Nuevo León,12,4769.0,4652.0,13.0,104.0
Nuevo León,13,4254.0,4148.0,17.0,89.0
Nuevo León,14,4217.0,4115.0,11.0,91.0
