Entidad federativa,Edad,Población total,SLE,NSLE,NE
San Luis Potosí,14,4985.0,4880.0,72.0,33.0
San Luis Potosí,6,2133.0,699.0,1324.0,110.0
San Luis Potosí,7,2155.0,1557.0,543.0,55.0
San Luis Potosí,8,2217.0,1916.0,259.0,42.0
San Luis Potosí,9,2342.0,2188.0,142.0,12.0
San Luis Potosí,10,2301.0,2209.0,76.0,16.0
San Luis Potosí,11,2058.0,2016.0,34.0,8.0
San Luis Potosí,12,2199.0,2159.0,37.0,3.0
San Luis Potosí,13,2215.0,2188.0,18.0,9.0
San Luis Potosí,14,2248.0,2216.0,18.0,14.0
San Luis Potosí,6,2005.0,776.0,1158.0,71.0
San Luis Potosí,7,2050.0,1574.0,431.0,45.0
San Luis Potosí,8,2032.0,1810.0,191.0,31.0
San Luis Potosí,9,2086.0,1994.0,84.0,8.0
San Luis Potosí,10,2185.0,2118.0,50.0,17.0
San Luis Potosí,11,1998.0,1955.0,34.0,9.0
San Luis Potosí,12,2011.0,1975.0,30.0,6.0
San Luis Potosí,13,1904.0,1873.0,15.0,16.0
San Luis Potosí,14,2176.0,2126.0,20.0,30.0
San Luis Potosí,6,1949.0,869.0,962.0,118.0
San Luis Potosí,7,1952.0,1568.0,303.0,81.0
San Luis Potosí,8,1964.0,1768.0,132.0,64.0
San Luis Potosí,9,2006.0,1922.0,72.0,12.0
San Luis Potosí,10,2057.0,2011.0,35.0,11.0
San Luis Potosí,11,1924.0,1893.0,24.0,7.0
San Luis Potosí,12,1889.0,1868.0,16.0,5.0
San Luis Potosí,13,1818.0,1795.0,13.0,10.0
San Luis Potosí,14,2002.0,1975.0,15.0,12.0
San Luis Potosí,6,1896.0,771.0,1008.0,117.0
San Luis Potosí,7,1981.0,1524.0,367.0,90.0
San Luis Potosí,8,1901.0,1689.0,144.0,68.0
San Luis Potosí,9,1961.0,1865.0,79.0,17.0
San Luis Potosí,10,1971.0,1916.0,43.0,12.0
San Luis Potosí,11,1882.0,1837.0,38.0,7.0
San Luis Potosí,12,1965.0,1937.0,23.0,5.0
San Luis Potosí,13,1860.0,1835.0,16.0,9.0
San Luis Potosí,14,1954.0,1925.0,15.0,14.0
San Luis Potosí,6,675.0,310.0,346.0,19.0
San Luis Potosí,7,641.0,560.0,70.0,11.0
San Luis Potosí,8,692.0,644.0,40.0,8.0
San Luis Potosí,9,709.0,692.0,12.0,5.0
San Luis Potosí,10,740.0,724.0,11.0,5.0
San Luis Potosí,11,706.0,695.0,11.0,0.0
San Luis Potosí,12,685.0,671.0,13.0,1.0
San Luis Potosí,13,704.0,694.0,8.0,2.0
San Luis Potosí,14,735.0,723.0,10.0,2.0
San Luis Potosí,6,2627.0,1160.0,1328.0,139.0
San Luis Potosí,7,2672.0,2163.0,415.0,94.0
San Luis Potosí,8,2718.0,2531.0,128.0,59.0
San Luis Potosí,9,2631.0,2544.0,71.0,16.0
San Luis Potosí,10,2785.0,2737.0,31.0,17.0
San Luis Potosí,11,2511.0,2483.0,24.0,4.0
San Luis Potosí,12,2585.0,2563.0,20.0,2.0
San Luis Potosí,13,2576.0,2544.0,15.0,17.0
San Luis Potosí,14,2603.0,2580.0,14.0,9.0
San Luis Potosí,6,2187.0,1049.0,970.0,168.0
San Luis Potosí,7,2221.0,1863.0,209.0,149.0
San Luis Potosí,8,2291.0,2098.0,85.0,108.0
San Luis Potosí,9,2253.0,2194.0,43.0,16.0
San Luis Potosí,10,2326.0,2272.0,20.0,34.0
San Luis Potosí,11,2089.0,2072.0,10.0,7.0
San Luis Potosí,12,2094.0,2063.0,21.0,10.0
San Luis Potosí,13,2149.0,2124.0,11.0,14.0
San Luis Potosí,14,2287.0,2269.0,9.0,9.0
San Luis Potosí,6,5557.0,2712.0,2507.0,338.0
San Luis Potosí,7,5581.0,4658.0,646.0,277.0
San Luis Potosí,8,5630.0,5236.0,203.0,191.0
San Luis Potosí,9,5360.0,5204.0,116.0,40.0
San Luis Potosí,10,5648.0,5528.0,67.0,53.0
San Luis Potosí,11,5105.0,5041.0,40.0,24.0
San Luis Potosí,12,5236.0,5165.0,52.0,19.0
San Luis Potosí,13,4851.0,4800.0,30.0,21.0
San Luis Potosí,14,4872.0,4819.0,29.0,24.0
San Luis Potosí,6,12930.0,6688.0,5144.0,1098.0
San Luis Potosí,7,13111.0,10562.0,1575.0,974.0
San Luis Potosí,8,13576.0,12307.0,583.0,686.0
San Luis Potosí,9,13688.0,13260.0,278.0,150.0
San Luis Potosí,10,14297.0,13981.0,191.0,125.0
San Luis Potosí,11,13056.0,12885.0,107.0,64.0
San Luis Potosí,12,13736.0,13570.0,84.0,82.0
San Luis Potosí,13,13224.0,13074.0,69.0,81.0
San Luis Potosí,14,13256.0,13124.0,55.0,77.0
Sinaloa,6,51721.0,23124.0,23501.0,5096.0
Sinaloa,7,52607.0,42548.0,6288.0,3771.0
Sinaloa,8,54244.0,49466.0,2587.0,2191.0
Sinaloa,9,54007.0,51976.0,1379.0,652.0
Sinaloa,10,56362.0,54994.0,880.0,488.0
Sinaloa,11,52093.0,51346.0,538.0,209.0
Sinaloa,12,54306.0,53552.0,444.0,310.0
Sinaloa,13,53405.0,52651.0,418.0,336.0
Sinaloa,14,54389.0,53664.0,425.0,300.0
Sinaloa,6,3601.0,1293.0,2175.0,133.0
Sinaloa,7,3579.0,2616.0,889.0,74.0
Sinaloa,8,3743.0,3301.0,391.0,51.0
Sinaloa,9,3740.0,3487.0,232.0,21.0
Sinaloa,10,4072.0,3908.0,148.0,16.0
Sinaloa,11,3596.0,3499.0,90.0,7.0
Sinaloa,12,3718.0,3631.0,77.0,10.0
Sinaloa,13,3587.0,3507.0,63.0,17.0
Sinaloa,14,3753.0,3652.0,86.0,15.0
Sinaloa,6,2441.0,970.0,1342.0,129.0
Sinaloa,7,2529.0,1981.0,464.0,84.0
Sinaloa,8,2650.0,2408.0,193.0,49.0
Sinaloa,9,2741.0,2610.0,116.0,15.0
Sinaloa,10,2828.0,2740.0,69.0,19.0
Sinaloa,11,2568.0,2527.0,39.0,2.0
Sinaloa,12,2687.0,2651.0,26.0,10.0
Sinaloa,13,2720.0,2676.0,31.0,13.0
Sinaloa,14,2663.0,2622.0,31.0,10.0
Sinaloa,6,3749.0,1551.0,1963.0,235.0
Sinaloa,7,3779.0,3120.0,525.0,134.0
Sinaloa,8,3936.0,3652.0,223.0,61.0
Sinaloa,9,3947.0,3797.0,120.0,30.0
Sinaloa,10,4142.0,4040.0,76.0,26.0
Sinaloa,11,3758.0,3702.0,48.0,8.0
Sinaloa,12,4055.0,3999.0,37.0,19.0
Sinaloa,13,3869.0,3811.0,40.0,18.0
Sinaloa,14,3986.0,3933.0,36.0,17.0
Sinaloa,6,4669.0,2078.0,2323.0,268.0
Sinaloa,7,4898.0,4111.0,608.0,179.0
Sinaloa,8,5121.0,4746.0,274.0,101.0
Sinaloa,9,5090.0,4912.0,152.0,26.0
Sinaloa,10,5303.0,5171.0,98.0,34.0
Sinaloa,11,4969.0,4908.0,46.0,15.0
Sinaloa,12,5257.0,5190.0,52.0,15.0
Sinaloa,13,5160.0,5074.0,56.0,30.0
Sinaloa,14,5273.0,5203.0,45.0,25.0
Sinaloa,6,2843.0,1310.0,1401.0,132.0
Sinaloa,7,3052.0,2619.0,345.0,88.0
Sinaloa,8,3215.0,3004.0,153.0,58.0
Sinaloa,9,3212.0,3099.0,90.0,23.0
Sinaloa,10,3364.0,3279.0,60.0,25.0
Sinaloa,11,3084.0,3045.0,33.0,6.0
Sinaloa,12,3258.0,3209.0,34.0,15.0
Sinaloa,13,3252.0,3214.0,23.0,15.0
Sinaloa,14,3318.0,3277.0,25.0,16.0
Sinaloa,6,3071.0,1293.0,1451.0,327.0
Sinaloa,7,3131.0,2540.0,375.0,216.0
Sinaloa,8,3233.0,2920.0,172.0,141.0
Sinaloa,9,3188.0,3047.0,102.0,39.0
Sinaloa,10,3281.0,3213.0,43.0,25.0
Sinaloa,11,3133.0,3079.0,41.0,13.0
Sinaloa,12,3361.0,3311.0,28.0,22.0
Sinaloa,13,3220.0,3169.0,32.0,19.0
Sinaloa,14,3295.0,3263.0,13.0,19.0
Sinaloa,6,1140.0,415.0,576.0,149.0
Sinaloa,7,1206.0,935.0,183.0,88.0
Sinaloa,8,1307.0,1187.0,73.0,47.0
Sinaloa,9,1227.0,1172.0,38.0,17.0
Sinaloa,10,1299.0,1266.0,19.0,14.0
Sinaloa,11,1242.0,1212.0,22.0,8.0
Sinaloa,12,1220.0,1194.0,17.0,9.0
Sinaloa,13,1180.0,1154.0,12.0,14.0
Sinaloa,14,1283.0,1265.0,10.0,8.0
Sinaloa,6,3134.0,1319.0,1486.0,329.0
Sinaloa,7,3370.0,2641.0,465.0,264.0
Sinaloa,8,3225.0,2855.0,219.0,151.0
Sinaloa,9,3262.0,3097.0,115.0,50.0
Sinaloa,10,3409.0,3309.0,71.0,29.0
Sinaloa,11,3083.0,3018.0,53.0,12.0
Sinaloa,12,3300.0,3233.0,44.0,23.0
Sinaloa,13,3265.0,3195.0,49.0,21.0
Sinaloa,14,3273.0,3197.0,52.0,24.0
Sinaloa,6,592.0,265.0,270.0,57.0
Sinaloa,7,609.0,466.0,99.0,44.0
Sinaloa,8,558.0,501.0,34.0,23.0
Sinaloa,9,657.0,633.0,18.0,6.0
Sinaloa,10,629.0,612.0,13.0,4.0
Sinaloa,11,583.0,580.0,3.0,0.0
Sinaloa,12,568.0,564.0,3.0,1.0
Sinaloa,13,599.0,591.0,3.0,5.0
Sinaloa,14,593.0,585.0,4.0,4.0
Sinaloa,6,2413.0,1143.0,914.0,356.0
Sinaloa,7,2482.0,2035.0,175.0,272.0
Sinaloa,8,2475.0,2252.0,60.0,163.0
Sinaloa,9,2545.0,2487.0,26.0,32.0
Sinaloa,10,2570.0,2516.0,28.0,26.0
Sinaloa,11,2538.0,2521.0,10.0,7.0
Sinaloa,12,2606.0,2585.0,10.0,11.0
Sinaloa,13,2639.0,2611.0,8.0,20.0
Sinaloa,14,2619.0,2594.0,9.0,16.0
Sinaloa,6,11495.0,5712.0,4267.0,1516.0
Sinaloa,7,11523.0,9347.0,949.0,1227.0
Sinaloa,8,11941.0,10896.0,357.0,688.0
Sinaloa,9,11891.0,11560.0,166.0,165.0
Sinaloa,10,12378.0,12120.0,123.0,135.0
Sinaloa,11,11547.0,11412.0,76.0,59.0
Sinaloa,12,11714.0,11578.0,56.0,80.0
Sinaloa,13,11631.0,11489.0,55.0,87.0
Sinaloa,14,11842.0,11721.0,58.0,63.0
Sinaloa,6,12573.0,5775.0,5333.0,1465.0
Sinaloa,7,12449.0,10137.0,1211.0,1101.0
Sinaloa,8,12840.0,11744.0,438.0,658.0
Sinaloa,9,12507.0,12075.0,204.0,228.0
Sinaloa,10,13087.0,12820.0,132.0,135.0
Sinaloa,11,11992.0,11843.0,77.0,72.0
Sinaloa,12,12562.0,12407.0,60.0,95.0
Sinaloa,13,12283.0,12160.0,46.0,77.0
Sinaloa,14,12491.0,12352.0,56.0,83.0
Sonora,6,50610.0,20014.0,26768.0,3828.0
Sonora,7,52242.0,39695.0,9612.0,2935.0
Sonora,8,53361.0,48366.0,3645.0,1350.0
Sonora,9,53088.0,50835.0,1800.0,453.0
Sonora,10,54789.0,53427.0,940.0,422.0
Sonora,11,50658.0,50057.0,444.0,157.0
Sonora,12,51766.0,51209.0,350.0,207.0
Sonora,13,49621.0,48988.0,276.0,357.0
Sonora,14,50049.0,49464.0,302.0,283.0
Sonora,6,1779.0,490.0,1225.0,64.0
Sonora,7,1873.0,1171.0,671.0,31.0
Sonora,8,1866.0,1544.0,307.0,15.0
Sonora,9,1888.0,1735.0,144.0,9.0
Sonora,10,2024.0,1922.0,88.0,14.0
Sonora,11,1812.0,1761.0,48.0,3.0
Sonora,12,1852.0,1817.0,32.0,3.0
Sonora,13,1703.0,1661.0,36.0,6.0
Sonora,14,1729.0,1683.0,35.0,11.0
Sonora,6,1431.0,385.0,977.0,69.0
Sonora,7,1478.0,933.0,477.0,68.0
Sonora,8,1505.0,1290.0,188.0,27.0
Sonora,9,1613.0,1494.0,107.0,12.0
Sonora,10,1518.0,1466.0,44.0,8.0
Sonora,11,1480.0,1448.0,27.0,5.0
Sonora,12,1478.0,1453.0,23.0,2.0
Sonora,13,1347.0,1322.0,17.0,8.0
Sonora,14,1346.0,1324.0,15.0,7.0
Sonora,6,1546.0,529.0,943.0,74.0
Sonora,7,1584.0,1133.0,407.0,44.0
Sonora,8,1614.0,1407.0,177.0,30.0
Sonora,9,1624.0,1516.0,98.0,10.0
Sonora,10,1643.0,1595.0,42.0,6.0
Sonora,11,1430.0,1411.0,19.0,0.0
Sonora,12,1596.0,1586.0,9.0,1.0
Sonora,13,1489.0,1472.0,10.0,7.0
Sonora,14,1500.0,1476.0,12.0,12.0
Sonora,6,2239.0,827.0,1323.0,89.0
Sonora,7,2268.0,1646.0,567.0,55.0
Sonora,8,2455.0,2213.0,218.0,24.0
Sonora,9,2465.0,2337.0,113.0,15.0
Sonora,10,2553.0,2482.0,50.0,21.0
Sonora,11,2296.0,2270.0,23.0,3.0
Sonora,12,2337.0,2321.0,13.0,3.0
Sonora,13,2342.0,2308.0,17.0,17.0
Sonora,14,2300.0,2271.0,19.0,10.0
Sonora,6,1773.0,629.0,1044.0,100.0
Sonora,7,1782.0,1284.0,433.0,65.0
Sonora,8,1880.0,1665.0,175.0,40.0
Sonora,9,1857.0,1767.0,79.0,11.0
Sonora,10,1928.0,1873.0,42.0,13.0
Sonora,11,1776.0,1757.0,17.0,2.0
Sonora,12,1787.0,1761.0,18.0,8.0
Sonora,13,1748.0,1724.0,16.0,8.0
Sonora,14,1787.0,1758.0,19.0,10.0
Sonora,6,2627.0,919.0,1595.0,113.0
Sonora,7,2745.0,1968.0,671.0,106.0
Sonora,8,2769.0,2467.0,266.0,36.0
Sonora,9,2848.0,2674.0,153.0,21.0
Sonora,10,2897.0,2809.0,72.0,16.0
Sonora,11,2629.0,2590.0,28.0,11.0
Sonora,12,2750.0,2699.0,31.0,20.0
Sonora,13,2618.0,2583.0,18.0,17.0
Sonora,14,2578.0,2532.0,23.0,23.0
Sonora,6,1244.0,461.0,717.0,66.0
Sonora,7,1351.0,1002.0,280.0,69.0
Sonora,8,1283.0,1190.0,70.0,23.0
Sonora,9,1351.0,1297.0,39.0,15.0
Sonora,10,1377.0,1347.0,20.0,10.0
Sonora,11,1292.0,1276.0,14.0,2.0
Sonora,12,1280.0,1264.0,10.0,6.0
Sonora,13,1280.0,1264.0,6.0,10.0
Sonora,14,1174.0,1168.0,4.0,2.0
Sonora,6,537.0,231.0,290.0,16.0
Sonora,7,583.0,462.0,110.0,11.0
Sonora,8,561.0,533.0,26.0,2.0
Sonora,9,563.0,544.0,16.0,3.0
Sonora,10,573.0,562.0,9.0,2.0
Sonora,11,520.0,516.0,3.0,1.0
Sonora,12,561.0,558.0,2.0,1.0
Sonora,13,533.0,526.0,3.0,4.0
Sonora,14,516.0,514.0,1.0,1.0
Sonora,6,3355.0,1271.0,1909.0,175.0
Sonora,7,3503.0,2609.0,755.0,139.0
Sonora,8,3611.0,3214.0,314.0,83.0
Sonora,9,3648.0,3478.0,142.0,28.0
Sonora,10,3601.0,3485.0,95.0,21.0
Sonora,11,3475.0,3420.0,44.0,11.0
Sonora,12,3701.0,3649.0,42.0,10.0
Sonora,13,3511.0,3453.0,38.0,20.0
Sonora,14,3520.0,3467.0,38.0,15.0
Sonora,6,4065.0,1496.0,2262.0,307.0
Sonora,7,4091.0,3060.0,775.0,256.0
Sonora,8,4188.0,3762.0,321.0,105.0
Sonora,9,4101.0,3924.0,135.0,42.0
Sonora,10,4256.0,4133.0,80.0,43.0
Sonora,11,3912.0,3863.0,38.0,11.0
Sonora,12,3930.0,3880.0,30.0,20.0
Sonora,13,3743.0,3695.0,15.0,33.0
Sonora,14,3785.0,3746.0,23.0,16.0
Sonora,6,11939.0,4798.0,6126.0,1015.0
Sonora,7,12298.0,9597.0,1997.0,704.0
Sonora,8,12531.0,11384.0,783.0,364.0
Sonora,9,12464.0,11978.0,375.0,111.0
Sonora,10,12815.0,12515.0,194.0,106.0
Sonora,11,11804.0,11671.0,90.0,43.0
Sonora,12,11961.0,11844.0,68.0,49.0
Sonora,13,11539.0,11415.0,40.0,84.0
Sonora,14,11350.0,11247.0,41.0,62.0
Sonora,6,5235.0,2301.0,2439.0,495.0
Sonora,7,5362.0,4234.0,737.0,391.0
Sonora,8,5542.0,5089.0,253.0,200.0
Sonora,9,5357.0,5171.0,116.0,70.0
Sonora,10,5524.0,5419.0,49.0,56.0
Sonora,11,5223.0,5175.0,17.0,31.0
Sonora,12,5369.0,5321.0,23.0,25.0
Sonora,13,5045.0,4975.0,20.0,50.0
Sonora,14,5327.0,5269.0,16.0,42.0
Sonora,6,12840.0,5677.0,5918.0,1245.0
Sonora,7,13324.0,10596.0,1732.0,996.0
Sonora,8,13556.0,12608.0,547.0,401.0
Sonora,9,13309.0,12920.0,283.0,106.0
Sonora,10,14080.0,13819.0,155.0,106.0
Sonora,11,13009.0,12899.0,76.0,34.0
Sonora,12,13164.0,13056.0,49.0,59.0
Sonora,13,12723.0,12590.0,40.0,93.0
Sonora,14,13137.0,13009.0,56.0,72.0
Tabasco,6,44316.0,15753.0,26056.0,2507.0
Tabasco,7,44928.0,31074.0,11878.0,1976.0
Tabasco,8,45519.0,38933.0,5621.0,965.0
Tabasco,9,45638.0,42315.0,2985.0,338.0
Tabasco,10,47527.0,45333.0,1819.0,375.0
Tabasco,11,40884.0,39783.0,956.0,145.0
Tabasco,12,44232.0,43293.0,740.0,199.0
Tabasco,13,43260.0,42416.0,580.0,264.0
Tabasco,14,44873.0,44034.0,608.0,231.0
Tabasco,6,1854.0,449.0,1355.0,50.0
Tabasco,7,1868.0,996.0,835.0,37.0
Tabasco,8,1977.0,1505.0,452.0,20.0
Tabasco,9,2005.0,1765.0,225.0,15.0
Tabasco,10,2163.0,1983.0,166.0,14.0
Tabasco,11,1812.0,1744.0,63.0,5.0
Tabasco,12,2025.0,1949.0,72.0,4.0
Tabasco,13,1896.0,1852.0,35.0,9.0
Tabasco,14,1896.0,1842.0,48.0,6.0
Tabasco,6,3508.0,874.0,2530.0,104.0
Tabasco,7,3603.0,2020.0,1503.0,80.0
Tabasco,8,3692.0,2918.0,738.0,36.0
Tabasco,9,3863.0,3403.0,448.0,12.0
Tabasco,10,4052.0,3803.0,225.0,24.0
Tabasco,11,3371.0,3258.0,106.0,7.0
Tabasco,12,3747.0,3660.0,83.0,4.0
Tabasco,13,3595.0,3510.0,72.0,13.0
Tabasco,14,3707.0,3631.0,60.0,16.0
Tabasco,6,5698.0,1575.0,3909.0,214.0
Tabasco,7,5906.0,3692.0,2020.0,194.0
Tabasco,8,5974.0,4851.0,1034.0,89.0
Tabasco,9,6197.0,5611.0,543.0,43.0
Tabasco,10,6397.0,5994.0,364.0,39.0
Tabasco,11,5426.0,5231.0,185.0,10.0
Tabasco,12,6070.0,5902.0,144.0,24.0
Tabasco,13,5716.0,5575.0,118.0,23.0
Tabasco,14,5907.0,5769.0,113.0,25.0
Tabasco,6,9564.0,3001.0,6128.0,435.0
Tabasco,7,9480.0,6290.0,2929.0,261.0
Tabasco,8,9878.0,8351.0,1390.0,137.0
Tabasco,9,9841.0,9030.0,761.0,50.0
Tabasco,10,10331.0,9801.0,467.0,63.0
Tabasco,11,8696.0,8412.0,252.0,32.0
Tabasco,12,9445.0,9202.0,200.0,43.0
Tabasco,13,9157.0,8946.0,152.0,59.0
Tabasco,14,9490.0,9292.0,146.0,52.0
Tabasco,6,5233.0,1853.0,3103.0,277.0
Tabasco,7,5409.0,3758.0,1438.0,213.0
Tabasco,8,5302.0,4504.0,688.0,110.0
Tabasco,9,5484.0,5069.0,383.0,32.0
Tabasco,10,5542.0,5279.0,224.0,39.0
Tabasco,11,4865.0,4724.0,131.0,10.0
Tabasco,12,5123.0,5021.0,85.0,17.0
Tabasco,13,5174.0,5074.0,71.0,29.0
Tabasco,14,5277.0,5180.0,74.0,23.0
Tabasco,6,4301.0,1673.0,2309.0,319.0
Tabasco,7,4392.0,3233.0,945.0,214.0
Tabasco,8,4389.0,3821.0,432.0,136.0
Tabasco,9,4359.0,4094.0,212.0,53.0
Tabasco,10,4488.0,4290.0,150.0,48.0
Tabasco,11,3958.0,3870.0,71.0,17.0
Tabasco,12,4061.0,3966.0,65.0,30.0
Tabasco,13,4136.0,4073.0,40.0,23.0
Tabasco,14,4396.0,4329.0,54.0,13.0
Tabasco,6,1420.0,597.0,713.0,110.0
Tabasco,7,1432.0,1130.0,227.0,75.0
Tabasco,8,1415.0,1278.0,97.0,40.0
Tabasco,9,1401.0,1348.0,42.0,11.0
Tabasco,10,1409.0,1378.0,23.0,8.0
Tabasco,11,1243.0,1224.0,11.0,8.0
Tabasco,12,1229.0,1219.0,7.0,3.0
Tabasco,13,1199.0,1184.0,8.0,7.0
Tabasco,14,1267.0,1251.0,10.0,6.0
Tabasco,6,3777.0,1727.0,1791.0,259.0
Tabasco,7,3774.0,3013.0,558.0,203.0
Tabasco,8,3696.0,3392.0,222.0,82.0
Tabasco,9,3586.0,3458.0,103.0,25.0
Tabasco,10,3773.0,3666.0,73.0,34.0
Tabasco,11,3291.0,3234.0,50.0,7.0
Tabasco,12,3519.0,3474.0,29.0,16.0
Tabasco,13,3598.0,3546.0,26.0,26.0
Tabasco,14,3662.0,3599.0,32.0,31.0
Tabasco,6,1873.0,782.0,993.0,98.0
Tabasco,7,1955.0,1528.0,331.0,96.0
Tabasco,8,1894.0,1744.0,115.0,35.0
Tabasco,9,1814.0,1732.0,62.0,20.0
Tabasco,10,1937.0,1885.0,39.0,13.0
Tabasco,11,1693.0,1661.0,26.0,6.0
Tabasco,12,1930.0,1905.0,18.0,7.0
Tabasco,13,1949.0,1922.0,12.0,15.0
Tabasco,14,1961.0,1933.0,15.0,13.0
Tabasco,6,1689.0,726.0,836.0,127.0
Tabasco,7,1667.0,1281.0,261.0,125.0
Tabasco,8,1721.0,1549.0,121.0,51.0
Tabasco,9,1743.0,1669.0,55.0,19.0
Tabasco,10,1815.0,1762.0,30.0,23.0
Tabasco,11,1585.0,1556.0,20.0,9.0
Tabasco,12,1615.0,1596.0,8.0,11.0
Tabasco,13,1576.0,1551.0,9.0,16.0
Tabasco,14,1794.0,1766.0,18.0,10.0
Tabasco,6,5399.0,2496.0,2389.0,514.0
Tabasco,7,5442.0,4133.0,831.0,478.0
Tabasco,8,5581.0,5020.0,332.0,229.0
Tabasco,9,5345.0,5136.0,151.0,58.0
Tabasco,10,5620.0,5492.0,58.0,70.0
Tabasco,11,4944.0,4869.0,41.0,34.0
Tabasco,12,5468.0,5399.0,29.0,40.0
Tabasco,13,5264.0,5183.0,37.0,44.0
Tabasco,14,5516.0,5442.0,38.0,36.0
Tamaulipas,6,60349.0,26812.0,27204.0,6333.0
Tamaulipas,7,59670.0,45182.0,9738.0,4750.0
Tamaulipas,8,62337.0,55632.0,3993.0,2712.0
Tamaulipas,9,61879.0,58813.0,2055.0,1011.0
Tamaulipas,10,64320.0,61969.0,1181.0,1170.0
Tamaulipas,11,56830.0,55709.0,641.0,480.0
Tamaulipas,12,58830.0,57626.0,480.0,724.0
Tamaulipas,13,56857.0,55772.0,396.0,689.0
Tamaulipas,14,57632.0,56648.0,380.0,604.0
Tamaulipas,6,2516.0,867.0,1563.0,86.0
Tamaulipas,7,2284.0,1555.0,687.0,42.0
Tamaulipas,8,2455.0,2092.0,339.0,24.0
Tamaulipas,9,2642.0,2441.0,187.0,14.0
Tamaulipas,10,2759.0,2636.0,106.0,17.0
Tamaulipas,11,2482.0,2427.0,51.0,4.0
Tamaulipas,12,2616.0,2562.0,46.0,8.0
Tamaulipas,13,2556.0,2506.0,33.0,17.0
Tamaulipas,14,2572.0,2524.0,37.0,11.0
Tamaulipas,6,1844.0,658.0,1118.0,68.0
Tamaulipas,7,1753.0,1180.0,533.0,40.0
Tamaulipas,8,1706.0,1468.0,217.0,21.0
Tamaulipas,9,1902.0,1781.0,108.0,13.0
Tamaulipas,10,1998.0,1914.0,69.0,15.0
Tamaulipas,11,1729.0,1708.0,21.0,0.0
Tamaulipas,12,1811.0,1784.0,20.0,7.0
Tamaulipas,13,1662.0,1640.0,16.0,6.0
Tamaulipas,14,1846.0,1816.0,17.0,13.0
Tamaulipas,6,1483.0,510.0,882.0,91.0
Tamaulipas,7,1458.0,1042.0,370.0,46.0
Tamaulipas,8,1485.0,1316.0,152.0,17.0
Tamaulipas,9,1475.0,1392.0,75.0,8.0
Tamaulipas,10,1578.0,1531.0,41.0,6.0
Tamaulipas,11,1395.0,1364.0,25.0,6.0
Tamaulipas,12,1469.0,1438.0,22.0,9.0
Tamaulipas,13,1486.0,1464.0,15.0,7.0
Tamaulipas,14,1550.0,1534.0,14.0,2.0
Tamaulipas,6,1751.0,619.0,1051.0,81.0
Tamaulipas,7,1720.0,1260.0,428.0,32.0
Tamaulipas,8,1731.0,1511.0,198.0,22.0
Tamaulipas,9,1891.0,1777.0,106.0,8.0
Tamaulipas,10,1935.0,1872.0,50.0,13.0
Tamaulipas,11,1704.0,1670.0,29.0,5.0
Tamaulipas,12,1719.0,1697.0,17.0,5.0
Tamaulipas,13,1654.0,1634.0,17.0,3.0
Tamaulipas,14,1687.0,1661.0,16.0,10.0
Tamaulipas,6,1114.0,428.0,629.0,57.0
Tamaulipas,7,1024.0,759.0,232.0,33.0
Tamaulipas,8,1032.0,915.0,107.0,10.0
Tamaulipas,9,1153.0,1092.0,57.0,4.0
Tamaulipas,10,1250.0,1203.0,43.0,4.0
Tamaulipas,11,1009.0,981.0,24.0,4.0
Tamaulipas,12,1131.0,1111.0,17.0,3.0
Tamaulipas,13,1084.0,1057.0,23.0,4.0
Tamaulipas,14,1119.0,1095.0,19.0,5.0
Tamaulipas,6,1277.0,572.0,628.0,77.0
Tamaulipas,7,1232.0,969.0,189.0,74.0
Tamaulipas,8,1242.0,1123.0,79.0,40.0
Tamaulipas,9,1280.0,1222.0,46.0,12.0
Tamaulipas,10,1328.0,1294.0,27.0,7.0
Tamaulipas,11,1207.0,1189.0,14.0,4.0
Tamaulipas,12,1181.0,1165.0,9.0,7.0
Tamaulipas,13,1167.0,1146.0,7.0,14.0
Tamaulipas,14,1300.0,1285.0,11.0,4.0
Tamaulipas,6,1468.0,565.0,800.0,103.0
Tamaulipas,7,1545.0,1159.0,319.0,67.0
Tamaulipas,8,1616.0,1465.0,126.0,25.0
Tamaulipas,9,1550.0,1465.0,73.0,12.0
Tamaulipas,10,1677.0,1609.0,56.0,12.0
Tamaulipas,11,1529.0,1489.0,27.0,13.0
Tamaulipas,12,1593.0,1556.0,28.0,9.0
Tamaulipas,13,1524.0,1501.0,14.0,9.0
Tamaulipas,14,1517.0,1496.0,11.0,10.0
Tamaulipas,6,924.0,446.0,440.0,38.0
Tamaulipas,7,900.0,713.0,149.0,38.0
Tamaulipas,8,966.0,886.0,72.0,8.0
Tamaulipas,9,907.0,861.0,36.0,10.0
Tamaulipas,10,1041.0,1018.0,12.0,11.0
Tamaulipas,11,934.0,921.0,11.0,2.0
Tamaulipas,12,956.0,948.0,6.0,2.0
Tamaulipas,13,988.0,980.0,5.0,3.0
Tamaulipas,14,1021.0,1007.0,7.0,7.0
Tamaulipas,6,998.0,499.0,449.0,50.0
Tamaulipas,7,923.0,738.0,143.0,42.0
Tamaulipas,8,982.0,901.0,56.0,25.0
Tamaulipas,9,968.0,933.0,30.0,5.0
Tamaulipas,10,1045.0,1027.0,16.0,2.0
Tamaulipas,11,956.0,944.0,11.0,1.0
Tamaulipas,12,968.0,953.0,11.0,4.0
Tamaulipas,13,962.0,950.0,10.0,2.0
